timestamp,voltage,current,power,energy
2025-05-02 23:26:32.035120,207.0,0.08,16.0,0.0
2025-05-02 23:26:45.004921,207.0,0.08,16.0,0.0
2025-05-02 23:27:26.127277,207.0,0.08,16.0,0.0
2025-05-02 23:27:33.443543,207.0,0.08,16.0,0.0
2025-05-02 23:27:39.286011,207.0,0.08,16.0,0.0
2025-05-02 23:27:49.294779,207.0,0.08,16.0,0.0
2025-05-02 23:28:00.112677,207.0,0.08,16.0,0.0
2025-05-02 23:28:10.020388,207.0,0.08,16.0,0.0
2025-05-02 23:28:20.021717,207.0,0.08,16.0,0.0
2025-05-02 23:28:29.995727,207.0,0.08,16.0,0.0
2025-05-02 23:28:40.027836,207.0,0.08,16.0,0.0
2025-05-02 23:28:50.043427,207.0,0.08,16.0,0.0
2025-05-02 23:29:16.901297,207.0,0.08,16.0,0.0
2025-05-02 23:29:19.259564,207.0,0.08,16.0,0.0
2025-05-02 23:29:30.025818,207.0,0.08,16.0,0.0
2025-05-02 23:29:40.148080,207.0,0.08,16.0,0.0
2025-05-02 23:29:50.072801,207.0,0.08,16.0,0.0
2025-05-02 23:30:00.075335,207.0,0.08,16.0,0.0
2025-05-02 23:30:10.007980,207.0,0.08,16.0,0.0
2025-05-02 23:30:20.012339,207.0,0.08,16.0,0.0
2025-05-02 23:30:45.014656,207.0,0.08,16.0,0.0
2025-05-02 23:31:45.028302,207.0,0.08,16.0,0.0
2025-05-02 23:32:04.059089,207.0,0.08,16.0,0.0
2025-05-02 23:32:09.456284,207.0,0.08,16.0,0.0
2025-05-02 23:32:16.221716,207.0,0.08,16.0,0.0
2025-05-02 23:32:27.075848,207.0,0.08,16.0,0.0
2025-05-02 23:32:37.007488,207.0,0.08,16.0,0.0
2025-05-02 23:32:46.993557,207.0,0.08,16.0,0.0
2025-05-02 23:32:57.052490,207.0,0.08,16.0,0.0
2025-05-02 23:33:07.051899,207.0,0.08,16.0,0.0
2025-05-02 23:33:20.101323,207.0,0.08,16.0,0.0
2025-05-02 23:33:26.755039,207.0,0.08,16.0,0.0
2025-05-02 23:33:36.796205,207.0,0.08,16.0,0.0
2025-05-02 23:33:46.720576,207.0,0.08,16.0,0.0
2025-05-02 23:33:56.755774,207.0,0.08,16.0,0.0
2025-05-02 23:34:04.928119,207.0,0.08,16.0,0.0
2025-05-02 23:34:06.737172,207.0,0.08,16.0,0.0
2025-05-02 23:34:17.140724,207.0,0.08,16.0,0.0
2025-05-02 23:34:27.051290,207.0,0.08,16.0,0.0
2025-05-02 23:34:37.062580,207.0,0.08,16.0,0.0
2025-05-02 23:34:47.048113,207.0,0.08,16.0,0.0
2025-05-02 23:34:57.047031,207.0,0.08,16.0,0.0
2025-05-02 23:35:07.051471,207.0,0.08,16.0,0.0
2025-05-02 23:35:27.805401,207.0,0.08,16.0,0.0
2025-05-02 23:35:36.690136,207.0,0.08,16.0,0.0
2025-05-02 23:35:47.030762,207.0,0.08,16.0,0.0
2025-05-02 23:35:57.289026,207.0,0.08,16.0,0.0
2025-05-02 23:36:07.087003,207.0,0.08,16.0,0.0
2025-05-02 23:36:17.028126,207.0,0.08,16.0,0.0
2025-05-02 23:36:27.012445,207.0,0.08,16.0,0.0
2025-05-02 23:36:37.012893,207.0,0.08,16.0,0.0
2025-05-02 23:36:52.798812,207.0,0.08,16.0,0.0
2025-05-02 23:36:56.721957,207.0,0.08,16.0,0.0
2025-05-02 23:37:03.512614,207.0,0.08,16.0,0.0
2025-05-02 23:37:09.122353,207.0,0.08,16.0,0.0
2025-05-02 23:37:20.225207,207.0,0.08,16.0,0.0
2025-05-02 23:37:29.109251,207.0,0.08,16.0,0.0
2025-05-02 23:37:40.025373,207.0,0.08,16.0,0.0
2025-05-02 23:37:50.012959,207.0,0.08,16.0,0.0
2025-05-02 23:38:00.021935,207.0,0.08,16.0,0.0
2025-05-02 23:38:10.028212,207.0,0.08,16.0,0.0
2025-05-02 23:38:20.078952,207.0,0.08,16.0,0.0
2025-05-02 23:38:30.024973,207.0,0.08,16.0,0.0
2025-05-02 23:38:40.094196,207.0,0.08,16.0,0.0
2025-05-02 23:38:50.062763,207.0,0.08,16.0,0.0
2025-05-02 23:38:59.990210,207.0,0.08,16.0,0.0
2025-05-02 23:39:10.029001,207.0,0.08,16.0,0.0
2025-05-02 23:39:24.350964,207.0,0.08,16.0,0.0
2025-05-02 23:39:28.375129,207.0,0.08,16.0,0.0
2025-05-02 23:39:36.245234,207.0,0.08,16.0,0.0
2025-05-02 23:39:46.260994,207.0,0.08,16.0,0.0
2025-05-02 23:39:57.078597,207.0,0.08,16.0,0.0
2025-05-02 23:40:06.251066,207.0,0.08,16.0,0.0
2025-05-02 23:40:26.227630,207.0,0.08,16.0,0.0
2025-05-02 23:40:30.705562,207.0,0.08,16.0,0.0
2025-05-02 23:40:40.735169,207.0,0.08,16.0,0.0
2025-05-02 23:40:50.691042,207.0,0.08,16.0,0.0
2025-05-02 23:41:00.676897,207.0,0.08,16.0,0.0
2025-05-02 23:41:11.101812,207.0,0.08,16.0,0.0
2025-05-02 23:41:21.025741,207.0,0.08,16.0,0.0
2025-05-02 23:41:30.997561,207.0,0.08,16.0,0.0
2025-05-02 23:41:41.012973,207.0,0.08,16.0,0.0
2025-05-02 23:41:51.033698,207.0,0.08,16.0,0.0
2025-05-02 23:42:01.043845,207.0,0.08,16.0,0.0
2025-05-02 23:42:11.012960,207.0,0.08,16.0,0.0
2025-05-02 23:42:21.125368,207.0,0.08,16.0,0.0
2025-05-02 23:42:44.981806,207.0,0.08,16.0,0.0
2025-05-02 23:43:45.005803,207.0,0.08,16.0,0.0
2025-05-02 23:44:27.403265,207.0,0.08,16.0,0.0
2025-05-02 23:44:48.105289,207.0,0.08,16.0,0.0
2025-05-02 23:44:48.793088,207.0,0.08,16.0,0.0
2025-05-02 23:44:59.075430,207.0,0.08,16.0,0.0
2025-05-02 23:45:09.061227,207.0,0.08,16.0,0.0
2025-05-02 23:45:19.076942,207.0,0.08,16.0,0.0
2025-05-02 23:45:29.222659,207.0,0.08,16.0,0.0
2025-05-02 23:45:39.041894,207.0,0.08,16.0,0.0
2025-05-02 23:45:49.063283,207.0,0.08,16.0,0.0
2025-05-02 23:46:45.023042,207.0,0.08,16.0,0.0
2025-05-02 23:47:24.688738,207.0,0.08,16.0,0.0
2025-05-02 23:50:42.712766,207.0,0.08,16.0,0.0
2025-05-02 23:50:45.438714,207.0,0.08,16.0,0.0
2025-05-02 23:50:56.375685,207.0,0.08,16.0,0.0
2025-05-02 23:51:06.025570,207.0,0.08,16.0,0.0
2025-05-02 23:51:16.043017,207.0,0.08,16.0,0.0
2025-05-02 23:51:26.025490,207.0,0.08,16.0,0.0
2025-05-02 23:51:36.043695,207.0,0.08,16.0,0.0
2025-05-02 23:51:46.012491,207.0,0.08,16.0,0.0
2025-05-02 23:52:45.066728,207.0,0.08,16.0,0.0
2025-05-02 23:53:45.182341,207.0,0.08,16.0,0.0
2025-05-02 23:54:07.305252,207.0,0.08,16.0,0.0
2025-05-02 23:55:26.981759,207.0,0.08,16.0,0.0
2025-05-02 23:55:30.808714,207.0,0.08,16.0,0.0
2025-05-02 23:55:41.075546,207.0,0.08,16.0,0.0
2025-05-02 23:55:51.015741,207.0,0.08,16.0,0.0
2025-05-02 23:56:01.005444,207.0,0.08,16.0,0.0
2025-05-02 23:56:10.997832,207.0,0.08,16.0,0.0
2025-05-02 23:56:21.030284,207.0,0.08,16.0,0.0
2025-05-02 23:56:31.030492,207.0,0.08,16.0,0.0
2025-05-02 23:56:45.041878,207.0,0.08,16.0,0.0
2025-05-02 23:56:54.039440,207.0,0.08,16.0,0.0
2025-05-02 23:57:00.648302,207.0,0.08,16.0,0.0
2025-05-02 23:57:10.683642,207.0,0.08,16.0,0.0
2025-05-02 23:57:20.612597,207.0,0.08,16.0,0.0
2025-05-02 23:57:31.093508,207.0,0.08,16.0,0.0
2025-05-02 23:57:41.032127,207.0,0.08,16.0,0.0
2025-05-02 23:57:51.112622,207.0,0.08,16.0,0.0
2025-05-02 23:58:01.025351,207.0,0.08,16.0,0.0
2025-05-02 23:58:10.978441,207.0,0.08,16.0,0.0
2025-05-02 23:58:21.034399,207.0,0.08,16.0,0.0
2025-05-02 23:58:44.972973,207.0,0.08,16.0,0.0
2025-05-02 23:59:27.262823,207.0,0.08,16.0,0.0
2025-05-02 23:59:39.705198,207.0,0.08,16.0,0.0
2025-05-02 23:59:49.993459,207.0,0.08,16.0,0.0
2025-05-03 00:00:00.043544,207.0,0.08,16.0,0.0
2025-05-03 00:00:10.007851,207.0,0.08,16.0,0.0
2025-05-03 00:00:20.016664,207.0,0.08,16.0,0.0
2025-05-03 00:00:30.021384,207.0,0.08,16.0,0.0
2025-05-03 00:00:39.731347,207.0,0.08,16.0,0.0
2025-05-03 00:00:51.305174,207.0,0.08,16.0,0.0
2025-05-03 00:01:01.286993,207.0,0.08,16.0,0.0
2025-05-03 00:01:02.222546,207.0,0.08,16.0,0.0
2025-05-03 00:01:11.289518,207.0,0.08,16.0,0.0
2025-05-03 00:01:21.309485,207.0,0.08,16.0,0.0
2025-05-03 00:01:26.960979,207.0,0.08,16.0,0.0
2025-05-03 00:01:34.189877,207.0,0.08,16.0,0.0
2025-05-03 00:01:45.212720,207.0,0.08,16.0,0.0
2025-05-03 00:01:55.070113,207.0,0.08,16.0,0.0
2025-05-03 00:02:05.093015,207.0,0.08,16.0,0.0
2025-05-03 00:02:15.056985,207.0,0.08,16.0,0.0
2025-05-03 00:02:25.001498,207.0,0.08,16.0,0.0
2025-05-03 00:02:45.058006,207.0,0.08,16.0,0.0
2025-05-03 00:03:45.005119,207.0,0.08,16.0,0.0
2025-05-03 00:04:44.984374,207.0,0.08,16.0,0.0
2025-05-03 00:07:28.179888,207.0,0.08,16.0,0.0
